id;orgao;objeto_licitacao;percentual;confianca;total_itens;itens_compativeis;principais_matches
0873993000017320268;MUNICIPIO DE NOVA PALMEIRA;[Portal de Compras Públicas] - AQUISIÇÃO DE FORMA PARCELADA DE MATERIAL MÉDICO HOSPITALAR PARA ATENDER AS DEMANDAS DA SECRETARIA MUNICIPAL DE SAÚDE DE NOVA PALMEIRA -PB;71.9;ALTA;308;142;ACIDO PERACETICO 0,2% 5L... (79%)|ACIDO TRANEXAMICO 250MG C/100 ... (74%)|ADENOSINA 3MG/ML 2ML IV C/5 AM... (82%)|ADRENALINA 1 MG 1ML CX/100 ADR... (82%)|AGUA BI-DESTILADA SIST. FECH 2... (71%)
1388070300010120262;MUNICIPIO DE BARRA;Registro de Preços para aquisição futura e eventual de insumos, materiais de consumo e equipamentos odontológicos essenciais para atender à demanda da Secretaria Municipal de Saúde do município de Bar;54.61;MEDIA;73;10;AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|LIDOCAINA 10 % SPRAY 50ML (G)... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)
1379838400018120262;MUNICIPIO DE IPUPIARA;[LICITANET] - Registro de Preços para futura e eventual aquisição de material hospitalar com a finalidade de suprir as demandas do Município de Ipupiara/Ba.;55.31;MEDIA;329;69;AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)
1083693900014420261;FUNDO MUNICIPAL DE SAUDE;[LICITANET] - Registro de preços para futura e eventual aquisição de materiais odontológicos, conforme solicitação da Secretaria Municipal de Saúde (SEMSA) do Município de Bataguassu/MS, de acordo com;53.35;MEDIA;100;14;SERINGA 0,5 ML C/AGULHA 8,0 X ... (52%)|CAMPO 10X09 09G EST RAD DUPLA ... (52%)|ALCOOL 70% 100 ML ALMOTOLIA... (52%)|AGUA OXIGENADA 10 VOL 100 ML... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)
46578498000175202617;MUNICIPIO DE ITANHAEM;Abertura de procedimento licitatório com registro de preços para possível aquisição de itens para atender os processos judiciais da Secretaria de Saúde da Prefeitura Municipal de Itanhaém, pelo períod;63.62;MEDIA;34;16;CAPECITABINA 500MG C/120 CPR (... (50%)|ALPRAZOLAM 1MG *(B-1) C/30 CPR... (50%)|ALPRAZOLAM 1MG *(B-1) C/30 CPR... (50%)|CLOPIDOGREL 75 MG CX/30 COMP (... (82%)|LISDEXANFETAMINA 30 MG CAP C/3... (52%)
4663418400014220265;MUNICIPIO DE CERQUEIRA CESAR;Registro de preços para eventual aquisição de medicamentos.;0.0;INCOMPATIVEL;6;0;
07954480000179202525430;ESTADO DO CEARA;REGISTRO DE PREÇO - MATERIAL MÉDICO HOSPITALAR;59.3;MEDIA;16;3;SERINGA 0,5 ML C/AGULHA 8,0 X ... (52%)|TORNEIRA 03 VIAS LUER LOCK... (74%)|SERINGA 0,5 ML C/AGULHA 8,0 X ... (52%)
0353306400014620263;MUNICIPIO DE CUIABA;Registro de preços para futura e eventual aquisição de medicamentos destinados ao atendimento das demandas da Secretaria Municipal de Saúde de Cuiabá, conforme condições, quantidades e exigências esta;80.93;ALTA;455;398;ACEBROFILINA 5MG/ML XPE INF 12... (82%)|NISTATINA+OXIDO DE ZINCO 60G P... (56%)|ACETILCISTEINA 10% C/5AMP 3ML ... (82%)|ACETILCISTEINA 10% C/5AMP 3ML ... (82%)|ACETILCISTEINA 10% C/5AMP 3ML ... (82%)
46588950000180202610;MUNICIPIO DE SAO JOSE DO RIO PRETO;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS DE USO VETERINÁRIO. SECRETARIA MUNICIPAL DE MEIO AMBIENTE E URBANISMO;61.8;MEDIA;5;3;ALBENDAZOL 4% CX/60 FR 10ML AL... (72%)|CLOREXIDINA 0,12% ANTISSEPT BU... (52%)|HIDRALAZINA 20 MG/ML 1ML C/50 ... (50%)
1483085300016520264;FUNDO MUNICIPAL DE SAUDE DE CASTELO - ES;Aquisição de INSUMOS PARA DIABÉTICOS INSULINO-DEPENDENTES (Agulha para caneta aplicadora de insulina, Microlanceta estéril e Seringa descartável 1 ml estéril) para reposição do estoque do almoxarifado;55.36;MEDIA;3;2;AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|SERINGA 0,5 ML C/AGULHA 8,0 X ... (52%)
1836395200013520264;MUNICIPIO DE MOEDA;Registro de preços para futura e eventual aquisição de medicamentos, materiaishospitalares, odontológicos, laboratoriais e saneantes, através do maior percentual dedesconto sobre os preços praticados ;0.0;INCOMPATIVEL;10;0;
07954480000179202525435;ESTADO DO CEARA;"Aquisição de material médico (materiais para exames de função pulmonar), de acordo com as especificações e quantitativos previstos neste Termo, sendo:
    • Filtro microbiológico (bacteriano/viral) pa";0.0;INCOMPATIVEL;6;0;
02215275000178202615;MUNICIPIO DE MINACU;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS E INSUMOS TERAPÊUTICOS PARA ATENDER AS DEMANDAS DA FARMÁCIA BÁSICA DO MUNICÍPIO DE MINAÇU-GO, CONFORME MANDADO JUDICIAL.;76.86;ALTA;14;7;BACLOFENO 10 MG CX/20 CPR... (82%)|LACTULOSE XP 667MG/ML C/120ML ... (71%)|RIVAROXABANA 10MG CX/30 CPR... (82%)|SAC.HIDRÓX. FERRICO 20MG/ML5ML... (71%)|SERINGA 0,5 ML C/AGULHA 8,0 X ... (52%)
1166444000016020262;FUNDO MUNICIPAL DE SAUDE DE ARENOPOLIS;Sistema de registro de preços para aquisição de equipamento e material permanente para atender as necessidades da Atenção Primária Saúde de Arenópolis-Go;50.5;MEDIA;45;1;CAMPO 10X09 09G EST RAD DUPLA ... (50%)
1192684300013020262;FUNDO MUNICIPAL DE SAUDE DE GUANAMBI;Contratação de empresa especializada para disponibilização de licenciamento mensal de software destinado ao gerenciamento da Central de Marcação e Regulação de Exames e Procedimentos (municípios da PP;0.0;INCOMPATIVEL;4;0;
13128798001094202627;ESTADO DE SERGIPE;REGISTRO DE PREÇOS VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE MEDICAMENTOS CONTROLADOS PARTE 2 – PLANO ANUAL 2025 (RELICITAÇÃO) CONFORME ESPECIFICAÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA;72.88;ALTA;9;9;FENOBARBITAL 4% GTS VD 20 ML (... (79%)|FENOBARBITAL 4% GTS VD 20 ML (... (79%)|FENTANILA 0,05MG AMP 10ML C/50... (52%)|FENTANILA 0,05MG AMP 10ML C/50... (52%)|HALOPERIDOL DECAN. 70,52MG/ML ... (72%)
058329770001992025107;MUNICIPIO DE SANTANA DO ARAGUAIA;[Portal de Compras Públicas] - Registro de preços para futura e eventual AQUISIÇÃO DE UNIFORMES e ROUPARIA HOSPITALAR, para atender a demanda do Fundo Municipal de Saúde do Município de Santana do Ara;51.9;MEDIA;13;5;LENCOL C/ELASTICO 2X0,90... (52%)|LENCOL C/ELASTICO 2X0,90... (52%)|LENCOL C/ELASTICO 2X0,90... (52%)|CAMPO 10X09 09G EST RAD DUPLA ... (52%)|CAMPO 10X09 09G EST RAD DUPLA ... (52%)
177541360001902025279;MUNICIPIO DE DIAMANTINA;Pregao eletronico visando a aquisicao de Canabidiol 50mgmL 30mL conforme determinado atraves da Apelacao Civel n 10000242112613001 que o municipio de Diamantina proceda com a compra do medicamento vis;0.0;INCOMPATIVEL;1;0;
07954480000179202525437;ESTADO DO CEARA;REGISTRO DE PREÇO - MATERIAL MÉDICO HOSPITALAR;51.9;MEDIA;3;1;AGULHA 13 X 0,45 C/DISP SEG C/... (52%)
1787717600012920261;MUNICIPIO DE SAO BENTO ABADE;[Portal de Compras Públicas] - REGISTRO DE PREÇOS PARA FUTURA OU POSSÍVEL CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE OXIGÊNIO HOSPITALAR E AR COMPRIMIDO.;0.0;INCOMPATIVEL;3;0;
07954480000179202525438;ESTADO DO CEARA;REGISTRO DE PREÇO - MEDICAMENTOS;84.34;ALTA;9;8;AMOXICILINA 250MG 60ML HOSP C/... (81%)|AMPICILINA 1G CX C/100  F/A CI... (80%)|CEFALEXINA 250 MG SUSP ORAL FR... (70%)|ITRACONAZOL 100MG C/250 CAPS T... (81%)|ALBENDAZOL 4% CX/60 FR 10ML AL... (72%)
0894408400012320262;MUNICIPIO DE EMAS;[Portal de Compras Públicas] - Contratação de empresa especializada na realização de exames laboratoriais, visando atender as necessidades da Secretaria Municipal de Saúde de EMAS–PB.;57.2;MEDIA;146;16;ACIDO PERACETICO 0,2% 5L... (50%)|ACIDO FOLICO 0,2MG/ML 30ML... (76%)|ESTRIOL 1MG/G BIS 50G C/1 APL ... (73%)|AMOXICILINA 250MG 60ML HOSP C/... (52%)|DIPIRONA 1GR  CXC/100 AMP.2 ML... (52%)
2913834400014320269;MUNICIPIO DE PETROPOLIS;REGISTRO DE PREÇOS, PARA AQUISIÇÃO DE MEDICAMENTOS DE USO HOSPITALAR, PARA ATENDER O HOSPITAL MUNICIPAL DR. NELSON SÁ EARP (HMNSE) E O PRONTO SOCORRO LEÔNIDAS SAMPAIO (PSLS), PELO PERÍODO DE 12 (DOZE);74.63;ALTA;14;10;VANCOMICINA 500MG PÓ INJ IV C/... (50%)|AMIODARONA  50MG/ML 3ML C/100 ... (82%)|VASOPRESSINA 20 U/ML 1ML CX.10... (52%)|ACIDO TRANEXAMICO 250MG C/100 ... (82%)|MEROPENEN 1G C/25 F/A (G)... (78%)
182443760001072025321;MUNICIPIO DE LAVRAS;[Portal de Compras Públicas] - Registro de preços para futura e eventual aquisição de medicamentos destinados ao cumprimento de ordens judiciais;74.02;ALTA;37;20;CETOPROFENO 100MG IM C/100 AMP... (79%)|CETOPROFENO 100MG IM C/100 AMP... (82%)|ALFAST 0,544 MG/ML 5ML (A-1) C... (70%)|ALFAST 0,544 MG/ML 5ML (A-1) C... (72%)|ALFAST 0,544 MG/ML 5ML (A-1) C... (72%)
02056729000105202629;MUNICIPIO DE RIO VERDE;REGISTRO DE PREÇO PARA FUTURA E EVENTUAL AQUISIÇÃO DE INSULINAS E INSUMOS PARA ATENDER OS PACIENTES DAS FARMÁCIAS BÁSICAS DAS CLÍNICAS DA FAMÍLIA DO FUNDO MUNICIPAL DE SAÚDE DE RIO VERDE GOIAS;0.0;INCOMPATIVEL;4;0;
0619052200018020269;FUNDO MUNICIPAL DE SAUDE;[LICITANET] - Registro de preço para futura e eventual aquisição de insulinas e insumos para atender os pacientes das Farmácias Básicas das Clínicas da Família do Fundo Municipal de Saúde de Rio Verde;0.0;INCOMPATIVEL;4;0;
10113728000183202563;MUNICIPIO DE BELEM DE SAO FRANCISCO;[Portal de Compras Públicas] - FORNECIMENTO DE EQUIPAMENTOS E MATERIAIS PERMANENTES DESTINADOS À ESTRUTURAÇÃO DO HOSPITAL DR JOSE ALVENTINO LIMANO  NO MUNICÍPIO DE BELÉM DO SÃO FRANCISCO–PE, com recur;0.0;INCOMPATIVEL;15;0;
466340440001742025472;MUNICIPIO DE SOROCABA;RP DE MEDICAMENTOS PARA ATENDER MANDADOS JUDICIAIS;71.47;ALTA;10;8;LIDOCAINA 10 % SPRAY 50ML (G)... (73%)|ACETILCISTEINA 10% C/5AMP 3ML ... (71%)|ALPRAZOLAM 1MG *(B-1) C/30 CPR... (50%)|CARBOPLATINA 450MG/ML F/A... (50%)|VITAMINA K 10MG/ML 1ML IM/S.C.... (78%)
1789971700011020269;MUNICIPIO DE ARCEBURGO;AQUISICAO DE MEDICAMENTOS BASICOS DESTINADOS AO ABASTECIMENTO E MANUTENCAO DA FARMACIA MUNICIPAL DE ARCEBURGO/MG.;84.62;ALTA;95;90;ACIDO PERACETICO 0,2% 5L... (51%)|ACIDO FOLICO 0,2MG/ML 30ML... (82%)|ACIDO FOLICO 0,2MG/ML 30ML... (82%)|ALBENDAZOL 4% CX/60 FR 10ML AL... (82%)|ALBENDAZOL 4% CX/60 FR 10ML AL... (82%)
1163926200011720261;FUNDO MUNICIPAL DE SAUDE DE CAPELA;[LICITANET] - Sistema de registro de preços, visando à futura e eventual aquisição parcelada de medicamentos e suplementos alimentares, listados na revista ABC FARMA, com pronta entrega, a fim de supr;0.0;INCOMPATIVEL;4;0;
479707690001042025619;MUNICIPIO DE FRANCA;[Portal de Compras Públicas] - AQUISIÇÃO DE MEDICAMENTOS PARA ATENDIMENTOS DE DEMANDAS JUDICIAIS ( PARTE 02);54.75;MEDIA;31;17;DEXPANTENOL 50MG/G POM 30G... (52%)|DEXPANTENOL 50MG/G POM 30G... (52%)|DULOXETINA 60MG *(C1) C/30 CAP... (52%)|DULOXETINA 60MG *(C1) C/30 CAP... (52%)|CITALOPRAM 20MG *(C1) C/300 CP... (52%)
43863467000178202512;CONSORCIO INTERMUNICIPAL MULTIFINALITARIO DOS MUNICIPIOS DO EXTREMO SUL DE MINAS - CIMESMI;REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL “CONTRATAÇÃO DE EMPRESA  ESPECIALIZADA EM PRESTAÇÃO DE SERVIÇOS DE GERENCIAMENTO E DE GESTÃO ADMINISTRATIVA  PARA A AQUISIÇÃO DE MEDICAMENTOS, INSUMOS E EQUIP;0.0;INCOMPATIVEL;6;0;
1829819000013020261;MUNICIPIO DE CAMPOS ALTOS;[LICITANET] - REGISTRO DE PREÇO PARA AQUISIÇÃO DE MATERIAIS ODONTOLOGICOS PARA A SECRETARIA MUNICIPAL DE SAÚDE DO MUNICIPIO DE CAMPOS ALTOS-MG.;51.9;MEDIA;89;18;SERINGA 0,5 ML C/AGULHA 8,0 X ... (52%)|SERINGA 0,5 ML C/AGULHA 8,0 X ... (52%)|SERINGA 0,5 ML C/AGULHA 8,0 X ... (52%)|SERINGA 0,5 ML C/AGULHA 8,0 X ... (52%)|SERINGA 0,5 ML C/AGULHA 8,0 X ... (52%)
466344810001982025433;MUNICIPIO DE PORTO FELIZ;AQUISICAO DE MATERIAIS CIRURGICOS E MEDICAMENTOS DE USO VETERINARIO;59.76;MEDIA;60;18;SERINGA 0,5 ML C/AGULHA 8,0 X ... (52%)|SERINGA 0,5 ML C/AGULHA 8,0 X ... (52%)|EQUIPO MACRO GOTAS SLIP COMPLE... (52%)|ESPARADRAPO 05 CM X 4,5 MTS C/... (52%)|SOL.FISIOL.NASAL 9 MG/ML 30ML ... (73%)
168296400001492025222;MUNICIPIO DE ARAGUARI;[LICITANET] - REGISTRO DE PREÇOS PARA EVENTUAL E FUTURA AQUISIÇÃO DE MEDICAMENTOS VETERINÁRIOS PARA CÃES, GATOS E EQUINOS, COM INTUITO DE ATENDER A DEMANDA DO CANIL MUNICIPAL DE ARAGUARI, CASTRA MÓVEL;63.65;MEDIA;72;23;AMOXI+CLAV.POTASSIO 500/125MG ... (61%)|AMOXI+CLAV.POTASSIO 500/125MG ... (61%)|PREDNISOLONA 10 MG/ML 5 ML... (52%)|DEXAMETASONA 2 MG AMP.1ML CX/1... (52%)|DEXAMETASONA CREM 1MG/G CX/100... (71%)
1139156800010520261;FUNDO MUNICIPAL DE SAUDE;AQUISIÇÃO DE MEDICAMENTOS EM GERAL: FARMÁCIA BÁSICA, SAÚDE MENTAL INJETÁVEL HOSPITALAR, FARMÁCIA SAÚDE MENTAL, FARMÁCIA HOSPITALAR GLOBAL, MATERIAL PENSO HOSPITALAR, PARA MANUTENÇÃO DA SECRETRIA MUNIC;76.8;ALTA;361;222;ACIDO PERACETICO 0,2% 5L... (51%)|ACIDO FOLICO 0,2MG/ML 30ML... (82%)|ALBENDAZOL 4% CX/60 FR 10ML AL... (72%)|ALBENDAZOL 4% CX/60 FR 10ML AL... (82%)|AMBROXOL XPE 6MG/5ML 120ML... (78%)
1205348900014920263;FUNDO MUNICIPAL DE SAUDE;[Portal de Compras Públicas] - Contratação de empresa especializada no fornecimento de suplementos alimentares, nutrições enterais e módulos alimentares, através de Pregão Eletrônico, sistema registro;51.9;MEDIA;30;2;SUPLEMENTO ALIMENTAR 340 MG CX... (52%)|SUPLEMENTO ALIMENTAR 340 MG CX... (52%)
1136489500016020264;FUNDO MUNICIPAL DE SAUDE DE VARZEA GRANDE;Registro de Preços para futura e eventual Aquisição de Materiais e Insumos Médicos Hospitalares, para atender as necessidades da Secretaria Municipal de Saúde de Várzea Grande/MT. ;53.57;MEDIA;99;31;AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)
4663443200015520265;MUNICIPIO DE CABREUVA;REGISTRO DE PREÇOS PARA EVENTUAL AQUISIÇÃO DE MEDICAMENTOS DE USO VETERINÁRIO;67.81;MEDIA;44;25;LEVOFLOXACINO 500 MG CX/10 COM... (76%)|LEVOFLOXACINO 500 MG CX/10 COM... (76%)|AMOXICILINA 250MG 60ML HOSP C/... (52%)|AMOXICILINA 250MG 60ML HOSP C/... (52%)|AMOXICILINA 250MG 60ML HOSP C/... (75%)
1109871700013420261;FUNDO MUNICIPAL DE SAUDE DE OROBO;[LICITANET] - Registro de Preços, consignado em ata, pelo prazo de 12 (doze) meses, objetivando à eventual contratação de empresa especializada para aquisição de medicamentos destinados as Unidades bá;77.26;ALTA;244;220;ALPRAZOLAM 1MG *(B-1) C/30 CPR... (82%)|ALPRAZOLAM 1MG *(B-1) C/30 CPR... (82%)|ALPRAZOLAM 1MG *(B-1) C/30 CPR... (82%)|ALPRAZOLAM 1MG *(B-1) C/30 CPR... (82%)|AMITRIPTILINA 25 MG CX/200 CPR... (82%)
1270208800017220253;FUNDO MUNICIPAL DE SAUDE DE SUCUPIRA;Registro de preços para futura, eventual e parcelada aquisição de materiais de uso ambulatorial, destinados ao abastecimento das unidades de saúde municipal.;59.36;MEDIA;97;17;AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)
1840924300014320262;MUNICIPIO DE SAO PEDRO DO SUACUI;REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL AQUISIÇÃO DE MEDICAMENTOS ÉTICOS, POR MAIOR DESCONTO PERCENTUAL INCIDENTE SOBRE A TABELA CMED/ANVISA, DESTINADOS AO ATENDIMENTO DAS DEMANDAS DA SECRETARIA MUN;0.0;INCOMPATIVEL;1;0;
0811399500010920261;MUNICIPIO DE PEDRA PRETA;[Portal de Compras Públicas] - REGISTRO DE PREÇOS PARA A FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA ESPECIALIZADA E DO RAMO PERTINENTE OBJETIVANDO O FORNECIMENTO, DE FORMA PARCELADA, DE MEDICAMENTOS PSI;85.51;ALTA;69;68;ACIDO VALPROICO 250 MG CX/25 C... (82%)|ACIDO VALPROICO 250 MG CX/25 C... (82%)|DIVALPROATO SODIO 250MG C/30 C... (76%)|ALPRAZOLAM 1MG *(B-1) C/30 CPR... (78%)|BIPERIDENO 2MG CX.C/200 COMP C... (82%)
466344810001982025434;MUNICIPIO DE PORTO FELIZ;AQUISICAO DE MEDICAMENTOS REMUME;78.4;ALTA;334;274;ACEBROFILINA 5MG/ML XPE INF 12... (82%)|ACEBROFILINA 5MG/ML XPE INF 12... (82%)|ACETILCISTEINA 10% C/5AMP 3ML ... (82%)|ACETILCISTEINA 10% C/5AMP 3ML ... (82%)|ACETILCISTEINA 10% C/5AMP 3ML ... (82%)
1831381700018520266;MUNICIPIO DE PARA DE MINAS;Contratação de empresas para fornecimento de materiais médico-hospitalares.;56.66;MEDIA;100;45;AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)
5238172000014820262;MUNICIPIO DE COLOMBIA;[LICITANET] - aquisição de materiais odontológicos de consumo para atender a demanda da Secretaria Municipal de Saúde, conforme Termo de Referência.;57.63;MEDIA;82;12;AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|ALCOOL 70% ETILICO HIDRATADO 1... (52%)|ALGODÃO HIDRÓFILO 100 GR BOLA... (73%)
13937032000160202684;ESTADO DA BAHIA;"Aquisição de medicamento (TRASTUZUMABE) para compor o sistema de registro de preço.
JUDICIAL.";0.0;INCOMPATIVEL;1;0;
13937032000160202683;ESTADO DA BAHIA; Aquisição de medicamentos (PARACETAMOL, OLEO, mineral, LEVOFLOXACINO, etc.) para compor o sistema de registro de preço.;74.16;ALTA;9;5;PARACETAMOL 10MG/ML SF 100ML C... (52%)|LEVOFLOXACINO 500 MG CX/10 COM... (82%)|SINVASTATINA 20MG C/150 CPR (G... (82%)|PARACETAMOL 10MG/ML SF 100ML C... (52%)|SINVASTATINA 20MG C/150 CPR (G... (82%)
0878547900012020269;MUNICIPIO DE GUARABIRA;[Portal de Compras Públicas] - Aquisições parceladas de FRALDAS DESCARTÁVEIS destinadas ao Fundo Municipal de Saúde.;0.0;INCOMPATIVEL;15;0;
1987504600018220267;MUNICIPIO DE CORONEL FABRICIANO;Registro de Preço para futura e eventual aquisição contínua dos medicamentos para administrar nos pacientes internados / atendidos no hospital Dr. José Maria Morais (HJMM), para administrar nos pacien;79.21;ALTA;356;311;ACETILCISTEINA 10% C/5AMP 3ML ... (82%)|ACICLOVIR 200 MG CX/30 CPR (G)... (82%)|ACICLOVIR 200 MG CX/30 CPR (G)... (82%)|ACIDO PERACETICO 0,2% 5L... (51%)|ACIDO FOLICO 0,2MG/ML 30ML... (82%)
13937032000160202686;ESTADO DA BAHIA;Aquisição de Material Médico Hospitalar (COMPRESSA, CURATIVO, CAPA ETC), para compor o sistema de registro de preço.;51.9;MEDIA;6;2;SERINGA 0,5 ML C/AGULHA 8,0 X ... (52%)|SERINGA 0,5 ML C/AGULHA 8,0 X ... (52%)
1369876600013320262;MUNICIPIO DE MONTE SANTO;Contratação de pessoa jurídica especializada para o fornecimento de material médico-hospitalar (material penso), destinados ao atendimento das necessidades da Central de Abastecimento Farmacêutico  C;0.0;INCOMPATIVEL;2;0;
1641876600012020265;MUNICIPIO DE CARAIBAS;Registro de Preços para eventual   contratação de empresa visando o fornecimento de medicamentos para atender necessidades da Secretaria Municipal de Saúde de Caraíbas;0.0;INCOMPATIVEL;6;0;
13937032000160202690;ESTADO DA BAHIA;Aquisição de material de consumo médico-hospitalar e de insumos de radiodiagnóstico por imagem (KIT CATETER), para compor o sistema de registro de preço;54.87;MEDIA;7;4;AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)
1641876600012020268;MUNICIPIO DE CARAIBAS;[LICITANET] - Registro de Preços para eventual   contratação de empresa visando o fornecimento de medicamentos para atender necessidades da Secretaria Municipal de Saúde de Caraíbas;0.0;INCOMPATIVEL;6;0;
1075978400019020261;FUNDO MUNICIPAL DE SAUDE DE ALIANCA;Formalização de Ata de Registro de Preços, visando a aquisição de medicamentos sujeitos a controle especial (Portaria MS nº 344/98) para atender as necessidades da Rede Municipal de Saúde do município;76.89;ALTA;20;18;BIPERIDENO 2MG CX.C/200 COMP C... (82%)|CARBONATO LITIO 300 MG *(C1) B... (79%)|CLORPROMAZINA 4% GTS 20ML (C1 ... (52%)|CLORPROMAZINA 4% GTS 20ML (C1 ... (52%)|CLORPROMAZINA 4% GTS 20ML (C1 ... (52%)
051965630001102025104;MUNICIPIO DE BUJARU;[Portal de Compras Públicas] - AQUISIÇÃO DE MEDICAMENTOS E MATERIAL TÉCNICO HOSPITALAR;78.67;ALTA;327;236;ACEBROFILINA 5MG/ML XPE INF 12... (71%)|ACEBROFILINA XPE ADU. 10MG/ML ... (76%)|ACIDO FOLICO 0,2MG/ML 30ML... (72%)|ACIDO FOLICO 0,2MG/ML 30ML... (82%)|ALBENDAZOL 4% CX/60 FR 10ML AL... (82%)
07954480000179202525445;ESTADO DO CEARA;O objeto da licitação é o Registro de Preço para futuras e eventuais aquisições de Material Médico Hospitalar, nas condições estabelecidas neste edital e seus anexos.;50.5;MEDIA;8;1;CLOR.SODIO 20 % 10ML CX/200... (50%)
0039442900010020254024;COMANDO DA AERONAUTICA;Aquisição de material médico hospitalar.;59.68;MEDIA;168;57;AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|AGULHA 13 X 0,45 C/DISP SEG C/... (52%)|ALCOOL 70% ETILICO HIDRATADO 1... (52%)
13864377000130202647;FUNDO MUNICIPAL DE SAUDE - FMS;REGISTRO DE PREÇOS PARA O FORNECIMENTO DE MEDICAMENTOS ALOPÁTICOS SÓLIDOS DIVERSOS: DOXICICLINA CLORIDRATO 100 MG COMPRIMIDO, PREDNISONA 20 MG COMPRIMIDO - Doxiciclina em comprimidos ou comprimidos re;82.18;ALTA;4;4;FENITOINA 100 MG CX/100 CPRS *... (71%)|FENITOINA 100 MG CX/100 CPRS *... (71%)|AMOXICILINA 250MG 60ML HOSP C/... (75%)|PREDNISONA 20 MG CX/20 CPR (G)... (82%)
6074731800016220251955;INSTITUTO DE ASSISTENCIA MEDICA AO SERVIDOR PUBLICO ESTADUAL;Azitromicina 500 mg comprimido;90.75;ALTA;1;1;AZITROMICINA 500MG C/500 CPRS ... (82%)
46374500000194202512910;SECRETARIA DE ESTADO DA SAUDE;Aquisição de Medicamento Importado para o atendimento de Demandas Judiciais.;0.0;INCOMPATIVEL;1;0;
00394544000185202693;MINISTERIO DA SAUDE;Pregão Eletrônico, com Sistema de Registro de Preços, para aquisição de CLORETO DE SÓDIO 0,9%, FORMA FARMACÊUTICA, SOLUÇÃO INJETÁVEL​, conforme as especificações constantes no Edital e seus Anexos.;90.75;ALTA;1;1;CLOR.DE SODIO 0,9% 10 ML CX/20... (82%)
03277610000125202614;MINISTERIO DA DEFESA;Aquisição Medicamentos Quimioterápicos 2025, solicitado pela Seção Central de  Manipulação do Hospital das Forças Armadas - HFA( SSEI n º 60550.015281/2025-67);68.9;MEDIA;112;35;ABIRATERONA 250MG C/120 CPR (G... (71%)|ACIDO FOLINICO 15MG CX/500 CPR... (73%)|ANASTROZOL 1MG C/28 CPR... (82%)|CIMETIDINA 300 MG CX/100  AMP.... (72%)|TERBUTALINA SULF.0,5MG/ML 1ML ... (70%)
46374500000194202512911;SECRETARIA DE ESTADO DA SAUDE;Aquisição de Medicamento Importado para o atendimento de Demandas Judiciais.;0.0;INCOMPATIVEL;1;0;
46374500000194202512912;SECRETARIA DE ESTADO DA SAUDE;Aquisição de Medicamento Importado para o atendimento de Demandas Judiciais.;56.73;MEDIA;1;1;DEXTROCETAMINA  50MG/ML C/50AM... (52%)
